episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,nodes_expanded,search_depth
0,CP2,24584377#4,-1076782195#0,1,0,70,3309.59,,0,False,1831,70
1,CP2,-577982260#5,-38235041#6,1,0,57,2239.789999999999,,0,False,1338,57
2,CP2,44263457#1,293153163#0,1,0,22,936.7900000000001,,0,False,385,22
3,CP2,714986188#2,-1354558617,1,0,35,1894.0000000000002,,0,False,1454,35
4,CP2,1122215529#0,-1121139432#1,1,0,59,2332.8100000000004,,0,False,1502,59
5,CP2,-319329101#6,142865883#1,1,0,52,2435.2300000000014,,0,False,1267,52
6,CP2,-1076782195#1,-293153159#0,1,0,48,2635.9300000000003,,0,False,1365,48
7,CP2,24584385#2,24577096#0,1,0,30,914.3999999999999,,0,False,288,30
8,CP2,-343654534#2,24583332#9,1,0,37,1502.2800000000002,,0,False,1029,37
9,CP2,579781481#10,-1072914441,1,0,37,1613.11,,0,False,1192,37
10,CP2,578543603#0,370672194#4,1,0,44,1391.64,,0,False,774,44
11,CP2,-80418095#5,-24583590#3,1,0,67,2345.41,,0,False,1280,67
12,CP2,80926788#1,-83675250#2,1,0,29,1109.71,,0,False,418,29
13,CP2,-1292286060#0,-154090267#2,1,0,40,1658.1100000000006,,0,False,850,40
14,CP2,656933877#5,24583489#13,1,0,69,2313.03,,0,False,972,69
15,CP2,578543603#4,423618440#0,1,0,60,2625.119999999999,,0,False,1856,60
16,CP2,23133600#1,996679779#0,1,0,26,977.1500000000003,,0,False,371,26
17,CP2,1072914437#0,24577118#2,1,0,75,2908.4599999999996,,0,False,1706,75
18,CP2,611866602#4,24583592#4,1,0,16,670.7300000000001,,0,False,217,16
19,CP2,686771927#1,24583327#0,1,0,61,2775.74,,0,False,1285,61
20,CP2,370672197#6,-1122220358#0,1,0,75,2817.0100000000007,,0,False,1118,75
21,CP2,-370672197#4,-700293875#0,1,0,41,1031.72,,0,False,257,41
22,CP2,-1216791011#2,-391534135#5,1,0,44,2052.6300000000006,,0,False,662,44
23,CP2,-1386084973,-686696454#2,1,0,37,1421.9699999999998,,0,False,615,37
24,CP2,24584375#10,1067100260#1,1,0,64,2110.9400000000005,,0,False,958,64
25,CP2,1000448884#3,-360250362#0,1,0,51,1853.96,,0,False,1396,51
26,CP2,-561672577#0,80418094#0,1,0,38,2156.66,,0,False,1071,38
27,CP2,24584384#0,24583495#11,1,0,39,1399.2900000000002,,0,False,547,39
28,CP2,-24583593#6,423618433#2,1,0,83,3247.1599999999994,,0,False,1862,83
29,CP2,-24583584#6,1074774613,1,0,42,1623.5900000000001,,0,False,1039,42
30,CP2,998790355#0,24584378#4,1,0,65,2231.3300000000004,,0,False,1458,65
32,CP2,656933868,563679821#2,1,0,49,1575.9000000000003,,0,False,625,49
33,CP2,-370765175#1,-1121142415,1,0,41,929.0900000000001,,0,False,323,41
34,CP2,-717454375#1,-612734122,1,0,45,2116.97,,0,False,977,45
35,CP2,-293153159#3,80418131#2,1,0,38,1831.0300000000002,,0,False,755,38
36,CP2,700293877#1,-750482273#1,1,0,35,2002.5,,0,False,1051,35
37,CP2,253307767#2,1119548738#1,1,0,37,1137.7700000000002,,0,False,559,37
38,CP2,74851423#8,123406184#0,1,0,74,2672.4399999999996,,0,False,1611,74
39,CP2,-553590478#2,-44263461#6,1,0,59,1913.8600000000006,,0,False,920,59
40,CP2,24577361#9,-577982260#2,1,0,21,1020.24,,0,False,307,21
41,CP2,24583330#2,717454379#4,1,0,47,2303.729999999999,,0,False,1487,47
43,CP2,998790358#4,154356516#0,1,0,50,2226.91,,0,False,1302,50
44,CP2,-1277942000#5,-1122228221,1,0,83,1767.7500000000011,,0,False,780,83
45,CP2,-154356520#1,24584373#0,1,0,43,2918.43,,0,False,1287,43
46,CP2,563974735#10,1122230049#1,1,0,27,1250.49,,0,False,932,27
47,CP2,-1144624113#3,1075734524#1,1,0,36,1925.7099999999998,,0,False,680,36
48,CP2,998790358#17,169081335#1,1,0,88,2894.6099999999988,,0,False,1782,88
49,CP2,995793692#1,686792698#0,1,0,50,1703.8999999999999,,0,False,1294,50
50,CP2,-1072922044#2,38699591#6,1,0,55,2670.2199999999993,,0,False,1241,55
51,CP2,31056644#0,23133600#3,1,0,63,2176.82,,0,False,924,63
52,CP2,-561672577#0,24584380#1,1,0,81,3056.2399999999993,,0,False,1768,81
53,CP2,-164675827#2,1153925787#0,1,0,26,948.7,,0,False,421,26
54,CP2,1202691839#0,80926764#6,1,0,78,1842.2400000000007,,0,False,938,78
55,CP2,700293876#1,-577982260#4,1,0,75,1591.6100000000006,,0,False,734,75
56,CP2,1386086511#0,-24584392#5,1,0,32,1272.48,,0,False,545,32
57,CP2,74851423#2,686925959,1,0,55,2463.579999999999,,0,False,1548,55
58,CP2,-686847276#1,24584378#1,1,0,52,2261.7700000000004,,0,False,850,52
59,CP2,24583491#0,-24583587#0,1,0,23,1280.5900000000004,,0,False,556,23
60,CP2,561672577#0,23133709#3,1,0,38,1305.3400000000001,,0,False,559,38
61,CP2,563679821#1,169081336#0,1,0,40,1937.3500000000001,,0,False,1561,40
62,CP2,-103176785#2,-80418094#0,1,0,51,2149.19,,0,False,1800,51
63,CP2,-1074774615#0,775258786#3,1,0,9,376.7199999999999,,0,False,87,9
64,CP2,700293880#2,612734124#2,1,0,47,1605.4800000000002,,0,False,781,47
65,CP2,-700305758#2,-1145143266#5,1,0,18,294.22999999999996,,0,False,61,18
66,CP2,700293880#0,80429849#7,1,0,22,1849.7499999999995,,0,False,1011,22
67,CP2,-1253487122,1306148229#3,1,0,80,3002.019999999998,,0,False,1865,80
68,CP2,-1153925787#4,562340243,1,0,21,777.87,,0,False,280,21
69,CP2,562340248#0,-24582918#3,1,0,37,944.7800000000001,,0,False,306,37
70,CP2,1277941999#1,24577106#3,1,0,71,1382.5000000000005,,0,False,628,71
71,CP2,-553590482#0,700293874#0,1,0,6,110.87,,0,False,23,6
72,CP2,1122215531#1,-370672194#12,1,0,85,2731.609999999999,,0,False,1738,85
73,CP2,23133600#6,423618440#1,1,0,25,1893.8799999999999,,0,False,1382,25
74,CP2,-267447262#9,-74851423#1,1,0,51,2290.150000000001,,0,False,864,51
75,CP2,998790358#14,24584392#0,1,0,87,2485.0200000000004,,0,False,1486,87
77,CP2,-164786644#2,-38235302#1,1,0,62,2412.790000000001,,0,False,1640,62
78,CP2,-80418094#1,24583332#6,1,0,43,1848.9699999999998,,0,False,696,43
79,CP2,-370765179#3,-371342951#2,1,0,67,2313.64,,0,False,1283,67
80,CP2,-1184932071#2,24584374#1,1,0,40,893.9,,0,False,297,40
81,CP2,-370765175#1,720546573#2,1,0,34,683.94,,0,False,182,34
82,CP2,686685084#0,-123401419#0,1,0,40,1604.7100000000003,,0,False,800,40
83,CP2,-38235351#1,291266017#5,1,0,45,2160.790000000001,,0,False,902,45
84,CP2,-311994764#1,-24582921#4,1,0,44,2245.2200000000003,,0,False,1113,44
85,CP2,80414533#4,24582919#0,1,0,37,2111.7300000000005,,0,False,557,37
86,CP2,125453679#5,563791813,1,0,69,2691.6199999999994,,0,False,1505,69
87,CP2,578543603#5,-289747210#0,1,0,17,1627.9199999999998,,0,False,1156,17
88,CP2,-1310427872#0,1145143266#11,1,0,27,1258.91,,0,False,222,27
89,CP2,1122215531#2,1253487631#1,1,0,19,568.7,,0,False,140,19
90,CP2,423618425#0,293153145#1,1,0,34,1219.46,,0,False,364,34
91,CP2,998790352#1,-154356520#4,1,0,41,1784.4000000000003,,0,False,1107,41
93,CP2,686771927#1,-488544864#3,1,0,55,2730.1099999999997,,0,False,1241,55
94,CP2,-24584392#5,1185928009,1,0,40,1597.05,,0,False,663,40
95,CP2,1122215529#0,-686771927#1,1,0,49,2740.2700000000004,,0,False,1768,49
96,CP2,-423618433#2,758753899#3,1,0,47,2300.18,,0,False,917,47
97,CP2,116046167#2,686792698#2,1,0,58,2010.68,,0,False,1295,58
98,CP2,24577096#7,-1122274850,1,0,37,1810.5500000000004,,0,False,1327,37
99,CP2,998790359,615556515#0,1,0,45,1497.61,,0,False,863,45
